date,id,name,odd,event_name,selection_id
2026-08-28T17:56:05,2697814888,50.01 a více,2.26,Počet hlasů v procentech pro možnost „ANO“ v referendu o obnovení jednání o vstupu Islandu do EU 29.8.2026,25-GENERAL_QUESTION_TOTAL-a
2026-08-28T17:56:05,2697814889,Méně než 50.01,1.55,Počet hlasů v procentech pro možnost „ANO“ v referendu o obnovení jednání o vstupu Islandu do EU 29.8.2026,25-GENERAL_QUESTION_TOTAL-a
2026-08-28T05:53:03,2697814888,50.01 a více,1.7,Počet hlasů v procentech pro možnost „ANO“ v referendu o obnovení jednání o vstupu Islandu do EU 29.8.2026,25-GENERAL_QUESTION_TOTAL-a
2026-08-28T05:53:03,2697814889,Méně než 50.01,2.01,Počet hlasů v procentech pro možnost „ANO“ v referendu o obnovení jednání o vstupu Islandu do EU 29.8.2026,25-GENERAL_QUESTION_TOTAL-a
2026-08-27T17:09:12,2697814888,50.01 a více,1.7,Počet hlasů v procentech pro možnost „ANO“ v referendu o obnovení jednání o vstupu Islandu do EU 29.8.2026,25-GENERAL_QUESTION_TOTAL-a
2026-08-27T17:09:12,2697814889,Méně než 50.01,2.01,Počet hlasů v procentech pro možnost „ANO“ v referendu o obnovení jednání o vstupu Islandu do EU 29.8.2026,25-GENERAL_QUESTION_TOTAL-a
