date,id,name,odd,event_name,selection_id
2026-09-12T09:50:37,2712132476,Ano,1.07,Vítěz Sobotka Jan,25-POSITION_PLAYER-a
2026-09-12T09:50:37,2712132477,Ne,6.09,Vítěz Sobotka Jan,25-POSITION_PLAYER-a
2026-09-11T23:42:55,2712132476,Ano,1.07,Vítěz Sobotka Jan,25-POSITION_PLAYER-a
2026-09-11T23:42:55,2712132477,Ne,6.09,Vítěz Sobotka Jan,25-POSITION_PLAYER-a
2026-09-11T17:25:52,2712132476,Ano,1.07,Vítěz Sobotka Jan,25-POSITION_PLAYER-a
2026-09-11T17:25:52,2712132477,Ne,6.09,Vítěz Sobotka Jan,25-POSITION_PLAYER-a
