date,id,name,odd,event_name,selection_id
2026-02-12T06:22:27,2514385903,Stone Emma,35.0,Vítěz,25-WINNER_NWAY-a
2026-02-12T06:22:27,2514385906,Hudson Kate,20.0,Vítěz,25-WINNER_NWAY-a
2026-02-12T06:22:27,2514385907,Reinsve Renate,17.0,Vítěz,25-WINNER_NWAY-a
2026-02-12T06:22:27,2514385908,Byrne Rose,15.0,Vítěz,25-WINNER_NWAY-a
2026-02-12T06:22:27,2514385909,Buckley Jessie,1.03,Vítěz,25-WINNER_NWAY-a
2026-02-12T06:22:27,2514385910,Infiniti Chase,30.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T22:06:46,2514385903,Stone Emma,35.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T22:06:46,2514385906,Hudson Kate,20.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T22:06:46,2514385907,Reinsve Renate,17.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T22:06:46,2514385908,Byrne Rose,15.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T22:06:46,2514385909,Buckley Jessie,1.03,Vítěz,25-WINNER_NWAY-a
2026-02-11T22:06:46,2514385910,Infiniti Chase,30.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T14:23:17,2514385903,Stone Emma,35.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T14:23:17,2514385906,Hudson Kate,20.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T14:23:17,2514385907,Reinsve Renate,17.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T14:23:17,2514385908,Byrne Rose,15.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T14:23:17,2514385909,Buckley Jessie,1.04,Vítěz,25-WINNER_NWAY-a
2026-02-11T14:23:17,2514385910,Infiniti Chase,30.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T06:22:29,2514385903,Stone Emma,35.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T06:22:29,2514385906,Hudson Kate,20.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T06:22:29,2514385907,Reinsve Renate,17.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T06:22:29,2514385908,Byrne Rose,15.0,Vítěz,25-WINNER_NWAY-a
2026-02-11T06:22:29,2514385909,Buckley Jessie,1.04,Vítěz,25-WINNER_NWAY-a
2026-02-11T06:22:29,2514385910,Infiniti Chase,30.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T22:13:11,2514385903,Stone Emma,35.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T22:13:11,2514385906,Hudson Kate,20.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T22:13:11,2514385907,Reinsve Renate,17.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T22:13:11,2514385908,Byrne Rose,15.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T22:13:11,2514385909,Buckley Jessie,1.04,Vítěz,25-WINNER_NWAY-a
2026-02-10T22:13:11,2514385910,Infiniti Chase,30.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T14:26:57,2514385903,Stone Emma,35.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T14:26:57,2514385906,Hudson Kate,20.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T14:26:57,2514385907,Reinsve Renate,17.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T14:26:57,2514385908,Byrne Rose,15.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T14:26:57,2514385909,Buckley Jessie,1.04,Vítěz,25-WINNER_NWAY-a
2026-02-10T14:26:57,2514385910,Infiniti Chase,30.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T06:23:11,2514385903,Stone Emma,35.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T06:23:11,2514385906,Hudson Kate,20.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T06:23:11,2514385907,Reinsve Renate,17.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T06:23:11,2514385908,Byrne Rose,15.0,Vítěz,25-WINNER_NWAY-a
2026-02-10T06:23:11,2514385909,Buckley Jessie,1.04,Vítěz,25-WINNER_NWAY-a
2026-02-10T06:23:11,2514385910,Infiniti Chase,30.0,Vítěz,25-WINNER_NWAY-a
2026-02-09T22:10:11,2514385903,Stone Emma,35.0,Vítěz,25-WINNER_NWAY-a
