date,id,name,odd,event_name,selection_id
2026-06-20T14:44:37,2608228480,40.4 a více,4.18,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-20T14:44:37,2608228481,Méně než 40.4,1.18,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-20T07:17:10,2608228480,40.4 a více,4.45,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-20T07:17:10,2608228481,Méně než 40.4,1.16,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-19T22:18:51,2608228480,40.4 a více,4.45,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-19T22:18:51,2608228481,Méně než 40.4,1.16,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-19T15:01:34,2608228480,40.4 a více,4.45,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-19T15:01:34,2608228481,Méně než 40.4,1.16,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-19T07:47:38,2608228480,40.4 a více,4.45,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-19T07:47:38,2608228481,Méně než 40.4,1.16,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-18T22:37:05,2608228480,40.4 a více,4.45,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-18T22:37:05,2608228481,Méně než 40.4,1.16,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-18T15:02:04,2608228480,40.4 a více,4.45,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-18T15:02:04,2608228481,Méně než 40.4,1.16,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-18T07:36:32,2608228480,40.4 a více,4.45,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
2026-06-18T07:36:32,2608228481,Méně než 40.4,1.16,Nejvyšší naměřená teplota vzduchu ve stupních C v SR od 1.7. do 1.9.2026 (vyhodnocení podle shmu.sk),25-GENERAL_QUESTION_TOTAL-a
