date,title,odds,date_bet,identifier
2017-07-26T18:02:02.790388,bude hráčem FC Barcelona,2.05,26.07.2017 23:00,1
2017-07-26T18:02:02.790388,bude hráčem Paris SG,1.60,26.07.2017 23:00,3
2017-07-26T18:02:02.790388,bude hráčem Manchesteru Utd.,25.00,26.07.2017 23:00,4
2017-07-26T18:02:02.790388,bude hráčem Realu Madrid,20.00,26.07.2017 23:00,5
2017-07-26T18:02:02.790388,bude hráčem Manchesteru City,70.00,26.07.2017 23:00,6
2017-07-26T18:02:02.790388,bude hráčem Chelsea,80.00,26.07.2017 23:00,7
2017-07-26T18:02:02.790388,bude hráčem Arsenalu,80.00,26.07.2017 23:00,8
2017-07-26T18:02:02.790388,bude hráčem Juventusu,90.00,26.07.2017 23:00,9
2017-07-26T18:02:02.790388,bude hráčem Bayernu Mnichov,90.00,26.07.2017 23:00,11
2017-07-26T18:02:02.790388,bude hráčem Slavie Praha,5000.00,26.07.2017 23:00,12
2017-07-26T18:02:02.790388,bude hráčem Sparty Praha,5000.00,26.07.2017 23:00,13
2017-07-26T18:02:02.790388,bude hráčem Slovanu Bratislava,5000.00,26.07.2017 23:00,14
2017-07-27T06:02:02.503893,bude hráčem FC Barcelona,2.05,27.07.2017 23:00,1
2017-07-27T06:02:02.503893,bude hráčem Paris SG,1.60,27.07.2017 23:00,3
2017-07-27T06:02:02.503893,bude hráčem Manchesteru Utd.,25.00,27.07.2017 23:00,4
2017-07-27T06:02:02.503893,bude hráčem Realu Madrid,20.00,27.07.2017 23:00,5
2017-07-27T06:02:02.503893,bude hráčem Manchesteru City,70.00,27.07.2017 23:00,6
2017-07-27T06:02:02.503893,bude hráčem Chelsea,80.00,27.07.2017 23:00,7
2017-07-27T06:02:02.503893,bude hráčem Arsenalu,80.00,27.07.2017 23:00,8
2017-07-27T06:02:02.503893,bude hráčem Juventusu,90.00,27.07.2017 23:00,9
2017-07-27T06:02:02.503893,bude hráčem Bayernu Mnichov,90.00,27.07.2017 23:00,11
2017-07-27T06:02:02.503893,bude hráčem Slavie Praha,5000.00,27.07.2017 23:00,12
2017-07-27T06:02:02.503893,bude hráčem Sparty Praha,5000.00,27.07.2017 23:00,13
2017-07-27T06:02:02.503893,bude hráčem Slovanu Bratislava,5000.00,27.07.2017 23:00,14
2017-07-27T18:02:02.962077,bude hráčem FC Barcelona,2.05,27.07.2017 23:00,1
2017-07-27T18:02:02.962077,bude hráčem Paris SG,1.60,27.07.2017 23:00,3
2017-07-27T18:02:02.962077,bude hráčem Manchesteru Utd.,25.00,27.07.2017 23:00,4
2017-07-27T18:02:02.962077,bude hráčem Realu Madrid,20.00,27.07.2017 23:00,5
2017-07-27T18:02:02.962077,bude hráčem Manchesteru City,70.00,27.07.2017 23:00,6
2017-07-27T18:02:02.962077,bude hráčem Chelsea,80.00,27.07.2017 23:00,7
