date,title,odds,date_bet,identifier
2017-10-22T18:02:02.550861,za stranu ANO 2011 - NE,20.00,25.10.2017 20:00,1
2017-10-22T18:02:02.550861,za stranu ODS - ANO,6.00,25.10.2017 20:00,3
2017-10-22T18:02:02.550861,za stranu ODS - NE,1.10,25.10.2017 20:00,4
2017-10-22T18:02:02.550861,za stranu Piráti  - ANO,8.00,25.10.2017 20:00,5
2017-10-22T18:02:02.550861,za stranu Piráti  - NE,1.05,25.10.2017 20:00,6
2017-10-22T18:02:02.550861,za stranu SPD - ANO,2.40,25.10.2017 20:00,7
2017-10-22T18:02:02.550861,za stranu SPD - NE,1.50,25.10.2017 20:00,8
2017-10-22T18:02:02.550861,za stranu KSČM - ANO,20.00,25.10.2017 20:00,9
2017-10-22T18:02:02.550861,za stranu ČSSD - ANO,2.00,25.10.2017 20:00,11
2017-10-22T18:02:02.550861,za stranu ČSSD - NE,1.70,25.10.2017 20:00,12
2017-10-22T18:02:02.550861,za stranu KDUČSL - ANO,1.60,25.10.2017 20:00,13
2017-10-22T18:02:02.550861,za stranu KDUČSL - NE,2.20,25.10.2017 20:00,14
2017-10-22T18:02:02.550861,za stranu TOP09 - ANO,20.00,25.10.2017 20:00,15
2017-10-22T18:02:02.550861,za stranu STAN  - ANO,15.00,25.10.2017 20:00,16
2017-10-22T18:02:02.550861,za stranu STAN  - NE,1.01,25.10.2017 20:00,17
2017-10-23T06:02:02.911618,za stranu ANO 2011 - NE,20.00,25.10.2017 20:00,1
2017-10-23T06:02:02.911618,za stranu ODS - ANO,6.00,25.10.2017 20:00,3
2017-10-23T06:02:02.911618,za stranu ODS - NE,1.10,25.10.2017 20:00,4
2017-10-23T06:02:02.911618,za stranu Piráti  - ANO,4.00,25.10.2017 20:00,5
2017-10-23T06:02:02.911618,za stranu Piráti  - NE,1.20,25.10.2017 20:00,6
2017-10-23T06:02:02.911618,za stranu SPD - ANO,2.50,25.10.2017 20:00,7
2017-10-23T06:02:02.911618,za stranu SPD - NE,1.45,25.10.2017 20:00,8
